,Period,Close,High,Low,Open,Volume,p_change,Prev Close,TR,atr14,atr21,pct_change,p_score,MA5,MA20,ma5_score,ma20_score,rsi,rsi_score,vol_avg5,vol_avg5_score,z_score,z_score_score,score,score_final
186,2023-03-17,11630.509765625,11773.1103515625,11562.6298828125,11696.33984375,7903090000.0,0.005628263115163898,11717.2802734375,210.48046875,228.42131696428572,222.08612351190476,-0.00740534542040483,2,11479.766015625,11494.20556640625,1,1,53.55572990087725,0,6209810000.0,1,-0.5740384748753755,3,1.5,43.333333333333336
187,2023-03-20,11675.5400390625,11695.5498046875,11550.6904296875,11614.3896484375,4970630000.0,-0.005265054167803527,11630.509765625,144.859375,230.70835658482142,218.63992745535714,0.0038717368666496554,3,11577.1060546875,11488.619091796874,1,1,54.72663354466523,0,5963638000.0,0,0.21167598460482914,3,1.7,50.0
188,2023-03-21,11860.1103515625,11879.16015625,11724.91015625,11764.7900390625,4829870000.0,-0.008102168605092741,11675.5400390625,203.6201171875,236.02908761160714,219.63992745535714,0.015808289114035645,4,11663.498046875,11507.009619140625,1,1,59.260292702628306,0,5822988000.0,0,1.0433380633570963,4,2.2,66.66666666666666
189,2023-03-22,11669.9599609375,12013.990234375,11666.849609375,11857.5,4981590000.0,0.015816153410288847,11860.1103515625,347.140625,245.54059709821428,222.07091703869048,-0.016032767401691905,2,11710.680078125,11515.1541015625,0,1,53.334648485708094,0,5636820000.0,0,-1.1751416703815574,2,1.1,30.000000000000004
190,2023-03-23,11787.400390625,11962.6904296875,11684.51953125,11811.3203125,4917460000.0,0.0020251691802554354,11669.9599609375,292.73046875,249.54638671875,229.47000558035714,0.0100634818011891,4,11724.7041015625,11525.0041015625,1,1,56.24474311239841,0,5520528000.0,0,0.6430768913859796,3,2.0,60.0
191,2023-03-24,11823.9599609375,11826.23046875,11670.669921875,11747.6201171875,4363650000.0,-0.006498324170213,11787.400390625,155.560546875,249.19789341517858,227.04906063988096,0.0031015804249405754,3,11763.394140625,11546.455078125,1,1,57.14077813715164,0,4812640000.0,0,0.15801644422821082,3,1.7,50.0
192,2023-03-27,11768.83984375,11903.2099609375,11739.0498046875,11868.5400390625,4330320000.0,0.00840037569779942,11823.9599609375,164.16015625,247.07149832589286,222.67903645833334,-0.0046617307035543565,3,11782.0541015625,11561.548046875,0,1,55.302000052036,0,4684578000.0,0,-0.3828810726857386,3,1.6,46.66666666666667
193,2023-03-28,11716.080078125,11752.759765625,11635.0302734375,11752.759765625,4036910000.0,0.003120942504694293,11768.83984375,133.8095703125,248.52357700892858,220.9418712797619,-0.004483004809774704,3,11753.248046875,11574.575048828125,0,1,53.526465436109696,0,4525986000.0,0,-0.3704286035583829,3,1.6,46.66666666666667
194,2023-03-29,11926.240234375,11941.599609375,11823.349609375,11855.58984375,4493540000.0,-0.005959247203735316,11716.080078125,225.51953125,239.83642578125,226.30752418154762,0.017937753484835728,4,11804.5041015625,11601.913037109374,1,1,59.15231326246332,0,4428376000.0,1,1.1917054250997903,4,2.3000000000000003,70.0
195,2023-03-30,12013.4697265625,12044.7900390625,11953.3701171875,12010.4501953125,4738880000.0,-0.00025140866502893275,11926.240234375,118.5498046875,228.30789620535714,225.8037109375,0.007314081426607499,3,11849.71796875,11629.4375,1,1,61.249134141379706,0,4392660000.0,1,0.45151638183033826,3,1.8,53.333333333333336
196,2023-03-31,12221.91015625,12227.9296875,12030.4404296875,12031.5400390625,5521150000.0,-0.015822589341799146,12013.4697265625,214.4599609375,219.05998883928572,225.82659040178572,0.017350560198826193,4,11929.3080078125,11656.08251953125,1,1,65.77075813436834,0,4624160000.0,1,1.15079357896943,4,2.3000000000000003,70.0
197,2023-04-03,12189.4501953125,12196.33984375,12086.51953125,12146.08984375,4816440000.0,-0.0035699020936200213,12221.91015625,135.390625,208.86077008928572,221.00474330357142,-0.0026558827975756705,3,12013.430078125,11681.768017578124,1,1,64.50840730530564,0,4721384000.0,1,-0.24312651001355362,3,1.8,53.333333333333336
198,2023-04-04,12126.330078125,12224.6796875,12081.8095703125,12208.490234375,4298760000.0,0.006729755659603564,12189.4501953125,142.8701171875,204.10435267857142,220.16810825892858,-0.00517825793420712,2,12095.480078125,11711.568017578125,1,1,62.01579892079613,0,4773754000.0,0,-0.41886936323009605,3,1.4,40.0
199,2023-04-05,11996.8603515625,12086.75,11931.849609375,12081.759765625,4378590000.0,0.007027073514907625,12126.330078125,194.48046875,191.68798828125,220.1943359375,-0.010676744384193637,2,12109.6041015625,11732.61103515625,0,1,57.13878649147864,0,4750764000.0,0,-0.8019684839991092,3,1.3,36.66666666666667
200,2023-04-06,12087.9599609375,12098.5,11898.3603515625,11939.080078125,3862800000.0,-0.012469962663646124,11996.8603515625,200.1396484375,190.94935825892858,224.32096354166666,0.007593620889580155,3,12124.5021484375,11770.091552734375,0,1,59.54930502225023,0,4575548000.0,0,0.47099289113142584,3,1.6,46.66666666666667
201,2023-04-10,12084.3603515625,12084.9501953125,11924.2001953125,11975.1298828125,4334070000.0,-0.009121443342904765,12087.9599609375,163.759765625,192.29938616071428,215.58858816964286,-0.00029778468712937656,3,12096.9921875,11817.365087890625,0,1,59.407134957078064,0,4338132000.0,0,-0.07882942189373808,3,1.6,46.66666666666667
202,2023-04-11,12031.8798828125,12091.26953125,12011.400390625,12080.240234375,4676960000.0,0.004003260748481468,12084.3603515625,79.869140625,183.46003069196428,206.06096540178572,-0.004342842088717935,3,12065.478125,11859.51708984375,0,1,57.26071238618162,0,4310236000.0,1,-0.36066296792576763,3,1.7,50.0
203,2023-04-12,11929.33984375,12134.5,11916.5400390625,12110.8701171875,4909770000.0,0.014989036434291864,12031.8798828125,217.9599609375,174.23284040178572,200.06236049107142,-0.008522362262689986,2,12026.080078125,11884.5765625,0,1,53.215033449051965,0,4432438000.0,1,-0.6518650138795177,3,1.4,40.0
204,2023-04-13,12166.26953125,12178.7998046875,11995.9404296875,11997.419921875,4942990000.0,-0.014073826745626785,11929.33984375,249.4599609375,171.14208984375,198.69475446428572,0.019861089599533255,4,12059.9619140625,11921.187548828126,1,1,60.2104609778516,0,4545318000.0,1,1.32571109760367,4,2.3000000000000003,70.0
205,2023-04-14,12123.4697265625,12205.7197265625,12026.5498046875,12117.91015625,4655740000.0,-0.00045878953060504127,12166.26953125,179.169921875,172.82847377232142,197.25237165178572,-0.003517906995037845,3,12067.0638671875,11941.497021484374,1,1,58.508559813347624,0,4703906000.0,0,-0.3031868039022806,3,1.7,50.0
206,2023-04-17,12157.7197265625,12159.01953125,12064.099609375,12108.23046875,4823180000.0,-0.004087241148921495,12123.4697265625,94.919921875,167.88274274553572,184.23381696428572,0.0028250988184479464,3,12081.7357421875,11967.85751953125,1,1,59.49523004434839,0,4801728000.0,1,0.13875298667137892,3,1.8,53.333333333333336
207,2023-04-18,12153.41015625,12245.4296875,12110.23046875,12234.5595703125,4851810000.0,0.006632802235023753,12157.7197265625,135.19921875,167.98200334821428,180.64899553571428,-0.00035447192478732514,3,12106.041796875,11991.751025390626,1,1,59.30413186618597,0,4836698000.0,1,-0.0827790234983101,3,1.8,53.333333333333336
208,2023-04-19,12157.23046875,12191.099609375,12060.169921875,12063.6796875,4972700000.0,-0.007754746783183769,12153.41015625,130.9296875,161.2255859375,179.98567708333334,0.00031434078590986125,3,12151.619921875,12006.60703125,1,1,59.42853881814788,0,4849284000.0,1,-0.0361804615562577,3,1.8,53.333333333333336
209,2023-04-20,12059.5595703125,12155.9599609375,12011.9501953125,12039.080078125,4590530000.0,-0.001701084472783865,12157.23046875,145.2802734375,163.13490513392858,177.20758928571428,-0.008033976051417424,2,12130.2779296875,12026.08701171875,0,1,54.81489664307568,0,4778792000.0,0,-0.6178374083127737,3,1.3,36.66666666666667
210,2023-04-21,12072.4599609375,12097.150390625,11986.8203125,12046.0302734375,4868050000.0,-0.002194057868033062,12059.5595703125,110.330078125,155.69705636160714,165.93089657738096,0.001069723197583139,3,12120.0759765625,12040.339990234375,0,1,55.30840787849132,0,4821254000.0,1,0.016449719565152367,3,1.7,50.0
211,2023-04-24,12037.2001953125,12103.580078125,11960.2998046875,12053.4697265625,4854050000.0,0.0013497799072864863,12072.4599609375,143.2802734375,156.26060267857142,158.81422061011904,-0.0029206777855622645,3,12095.9720703125,12051.002001953126,0,0,53.585698937756185,0,4827428000.0,1,-0.2615757192649385,3,1.6,46.66666666666667
212,2023-04-25,11799.16015625,11990.4599609375,11798.76953125,11968.8095703125,4806020000.0,0.014174293029383583,12037.2001953125,238.4306640625,163.08635602678572,162.76041666666666,-0.01977536596551721,2,12025.1220703125,12052.518017578124,0,0,43.691642241737625,0,4818270000.0,0,-1.4359018326979276,2,1.0,26.666666666666668
213,2023-04-26,11854.349609375,11967.990234375,11833.0703125,11913.23046875,5281970000.0,0.0049424763106407105,11799.16015625,168.830078125,161.25418526785714,162.98279389880952,0.00467740520462101,3,11964.5458984375,12059.431494140625,0,0,46.17314772765226,0,4880124000.0,1,0.26780976518530414,3,1.6,46.66666666666667
214,2023-04-27,12142.240234375,12154.009765625,11950.919921875,11972.150390625,5253710000.0,-0.014207125553918183,11854.349609375,299.66015625,168.36279296875,170.88044084821428,0.02428565332444066,5,11981.08203125,12070.231494140626,1,1,56.85465301282343,0,5012760000.0,1,1.6339861998916192,4,2.6000000000000005,80.00000000000001
215,2023-04-28,12226.580078125,12227.7197265625,12082.5703125,12117.5400390625,5331380000.0,-0.008998529298107944,12142.240234375,145.1494140625,167.03348214285714,167.05329241071428,0.0069459870766872545,3,12011.9060546875,12080.88701171875,1,1,59.39670653976333,0,5105426000.0,1,0.42586993837773446,3,1.8,53.333333333333336
216,2023-05-01,12212.599609375,12261.3203125,12181.080078125,12210.0498046875,5168430000.0,-0.00020882836092291098,12226.580078125,80.240234375,167.05998883928572,165.2290271577381,-0.0011434488352971561,3,12046.9859375,12080.421484375,1,1,58.7784869651807,0,5168302000.0,1,-0.13774985292067043,3,1.8,53.333333333333336
217,2023-05-02,12080.509765625,12206.580078125,12015.23046875,12198.01953125,5501410000.0,0.009633511843783554,12212.599609375,197.369140625,165.58921595982142,164.41517857142858,-0.010815866234458515,2,12103.255859375,12074.974462890625,0,1,53.14971442120039,0,5307380000.0,1,-0.8116615984590646,3,1.4,40.0
218,2023-05-03,12025.330078125,12212.5498046875,12022.4599609375,12097.0400390625,5782160000.0,0.0059278931627854145,12080.509765625,190.08984375,161.34849330357142,167.01990327380952,-0.004567662174075893,3,12137.451953125,12069.924462890625,0,0,50.95452235108382,0,5407418000.0,1,-0.3763269834353556,3,1.6,46.66666666666667
219,2023-05-04,11966.400390625,12033.150390625,11925.3701171875,11997.33984375,4745780000.0,0.0025788594411716922,12025.330078125,107.7802734375,156.24923270089286,165.34895833333334,-0.004900463198694083,3,12102.283984375,12068.40146484375,0,0,48.64384620301566,0,5305832000.0,0,-0.3995144153008225,3,1.5,43.333333333333336
220,2023-05-05,12235.41015625,12264.830078125,12065.7197265625,12073.0302734375,4574790000.0,-0.013449803333116824,11966.400390625,298.4296875,170.78564453125,170.29892113095238,0.02248042492676028,5,12104.05,12075.773974609376,1,1,58.0057604573144,0,5154514000.0,0,1.5082095123924066,4,2.5,76.66666666666666
221,2023-05-08,12256.919921875,12264.990234375,12178.259765625,12231.6796875,4216360000.0,-0.0020635133538359344,12235.41015625,86.73046875,167.32359095982142,164.8984840029762,0.0017579930178321934,3,12112.9140625,12084.401953125,1,1,58.654768254434146,0,4964100000.0,0,0.0644039275799609,3,1.7,50.0
222,2023-05-09,12179.5498046875,12216.1298828125,12174.0595703125,12195.7802734375,4126780000.0,0.0013308265962572385,12256.919921875,82.8603515625,163.89006696428572,161.04613095238096,-0.006312362133444105,2,12132.7220703125,12091.78544921875,1,1,55.34166713765354,0,4689174000.0,0,-0.49788643920910475,3,1.4,40.0
223,2023-05-10,12306.4404296875,12337.6904296875,12180.8603515625,12286.66015625,4948260000.0,-0.0016098983113354962,12179.5498046875,158.140625,164.80866350446428,164.77334449404762,0.010418334588292,4,12188.944140625,12110.640478515625,1,1,59.392790590791236,0,4522394000.0,1,0.6678007480287268,3,2.1000000000000005,63.33333333333335
224,2023-05-11,12328.509765625,12347.3798828125,12255.4404296875,12321.259765625,4489490000.0,-0.0005884138584779071,12306.4404296875,91.939453125,163.49504743303572,158.77236793154762,0.0017933159522116604,3,12261.366015625,12118.752490234376,1,1,60.07121809357391,0,4471136000.0,1,0.06686500213690348,3,1.8,53.333333333333336
225,2023-05-12,12284.740234375,12364.650390625,12209.580078125,12350.51953125,4170000000.0,0.00532603480433041,12328.509765625,155.0703125,164.33719308035714,154.27762276785714,-0.0035502694228333187,3,12271.23203125,12126.816015625,1,1,58.00152005031498,0,4390178000.0,0,-0.3054416094287045,3,1.7,50.0
226,2023-05-15,12365.2099609375,12376.400390625,12263.349609375,12301.169921875,3979290000.0,-0.005206012067894329,12284.740234375,113.05078125,155.38148716517858,151.12909226190476,0.0065503807998585906,3,12292.8900390625,12137.19052734375,1,1,60.68352998544272,0,4342764000.0,0,0.39830664105904495,3,1.7,50.0
227,2023-05-16,12343.0498046875,12403.8095703125,12324.51953125,12327.0498046875,4067510000.0,-0.0012979585751260467,12365.2099609375,79.2900390625,148.98577008928572,150.3848121279762,-0.0017921374825017322,3,12325.5900390625,12146.672509765625,1,1,59.55561975846843,0,4330910000.0,0,-0.182946299735143,3,1.7,50.0
228,2023-05-17,12500.5703125,12514.0703125,12335.01953125,12388.580078125,4501820000.0,-0.009039795817500145,12343.0498046875,179.05078125,140.37081473214286,152.47298177083334,0.01276187897683756,4,12364.416015625,12163.839501953125,1,1,64.59337636711473,0,4241622000.0,1,0.8310838265452084,3,2.1000000000000005,63.33333333333335
229,2023-05-18,12688.83984375,12698.5,12512.259765625,12513.8701171875,4532890000.0,-0.013982063496262702,12500.5703125,197.9296875,144.14083426339286,155.66345796130952,0.015060875347562286,4,12436.48203125,12195.303515625,1,1,69.48565001485454,0,4250302000.0,1,0.9912630861081659,3,2.1000000000000005,63.33333333333335
230,2023-05-19,12657.900390625,12731.73046875,12624.0595703125,12709.4599609375,3935780000.0,0.004056786871430276,12688.83984375,107.6708984375,146.10016741071428,153.8725353422619,-0.0024383200911972658,3,12511.1140625,12224.575537109375,1,1,67.82703223461068,0,4203458000.0,0,-0.22796814192738726,3,1.7,50.0
231,2023-05-22,12720.7802734375,12756.23046875,12655.259765625,12664.4404296875,4278920000.0,-0.004448664278757258,12657.900390625,100.970703125,139.21456473214286,153.42685081845238,0.004967639250745837,3,12582.228125,12258.754541015625,1,1,69.42441761064438,0,4263384000.0,1,0.2880314041579576,3,1.8,53.333333333333336
232,2023-05-23,12560.25,12709.740234375,12554.4296875,12652.8798828125,4347440000.0,0.00732085372424401,12720.7802734375,166.3505859375,137.51890345982142,154.5254371279762,-0.012619530405120427,2,12625.6681640625,12296.809033203124,0,1,61.085889659713,0,4319370000.0,1,-0.9373293006946215,3,1.4,40.0
233,2023-05-24,12484.16015625,12529.6298828125,12415.849609375,12481.8896484375,4088270000.0,-0.0001819041728817259,12560.25,144.400390625,140.13462611607142,150.0478050595238,-0.0060579879978504,2,12622.3861328125,12328.299560546875,0,1,57.55706397338834,0,4236660000.0,0,-0.48016328783304474,3,1.3,36.66666666666667
234,2023-05-25,12698.08984375,12736.919921875,12604.8896484375,12706.4404296875,4651640000.0,0.0006571931756740918,12484.16015625,252.759765625,136.87248883928572,154.0444568452381,0.017136089638588814,4,12624.2361328125,12356.092041015625,1,1,63.87563129147221,0,4260410000.0,1,1.1358506517102422,4,2.3000000000000003,70.0
235,2023-05-26,12975.6904296875,13001.91015625,12729.740234375,12736.419921875,4434070000.0,-0.018786323729916378,12698.08984375,303.8203125,152.37890625,154.24255952380952,0.021861601969538347,5,12687.794140625,12393.54755859375,1,1,70.09671568587757,2,4360068000.0,1,1.4650939144947372,4,3.0,93.33333333333333
236,2023-05-30,13017.4296875,13154.2900390625,12968.1201171875,13109.099609375,4843470000.0,0.006992846542217291,12975.6904296875,186.169921875,159.75816127232142,156.19591703869048,0.0032167273131766816,3,12747.1240234375,12433.7890625,1,1,70.90795520975,2,4472978000.0,1,0.16603913775374424,3,2.2,66.66666666666666
237,2023-05-31,12935.2900390625,13029.080078125,12889.3701171875,12968.3798828125,5905760000.0,0.0025515788440046597,13017.4296875,139.7099609375,158.44168526785714,159.0278087797619,-0.00630997442731529,2,12822.13203125,12476.528076171875,1,1,67.05281626392383,0,4784642000.0,1,-0.4977200792249666,3,1.5,43.333333333333336
238,2023-06-01,13100.98046875,13141.830078125,12903.6298828125,12944.4599609375,4610310000.0,-0.012091698555585322,12935.2900390625,238.2001953125,168.88888113839286,160.9721447172619,0.012809177775460867,4,12945.49609375,12530.310595703126,1,1,70.53305799231624,2,4889050000.0,0,0.8343793021876126,3,2.4000000000000004,73.33333333333334
239,2023-06-02,13240.76953125,13256.2099609375,13125.8603515625,13190.48046875,4426760000.0,-0.0038125269673945136,13100.98046875,155.2294921875,168.90025111607142,159.31212797619048,0.010670122196841714,4,13054.03203125,12594.029052734375,1,1,73.11345517158061,2,4844074000.0,0,0.6853436868598599,3,2.4000000000000004,73.33333333333334
240,2023-06-05,13229.4296875,13330.650390625,13194.9501953125,13238.48046875,4344280000.0,0.0006836722138439345,13240.76953125,135.7001953125,170.51806640625,160.6416480654762,-0.0008564338895286072,3,13104.7798828125,12643.730029296876,1,1,72.5583726082198,2,4826116000.0,0,-0.11775250012701818,3,2.1,63.33333333333334
241,2023-06-06,13276.419921875,13306.2099609375,13165.650390625,13199.58984375,4810910000.0,-0.0058206413255620214,13229.4296875,140.5595703125,174.89446149553572,153.1240234375,0.003551947097114816,3,13156.5779296875,12694.705029296874,1,1,73.45763237059833,2,4819604000.0,0,0.18939509318969747,3,2.1,63.33333333333334
242,2023-06-07,13104.900390625,13361.900390625,13089.48046875,13295.259765625,5270600000.0,0.014317837962984047,13276.419921875,272.419921875,181.56368582589286,161.96637834821428,-0.012919110141085155,2,13190.5,12740.97255859375,0,1,65.07500499117603,0,4692572000.0,1,-0.9582020871408956,3,1.4,40.0
243,2023-06-08,13238.51953125,13248.599609375,13101.1796875,13113.26953125,4280160000.0,-0.00955139370097739,13104.900390625,147.419921875,177.95584542410714,165.04064360119048,0.01019612027883765,4,13218.0078125,12787.576513671875,1,1,68.12650066226776,0,4626542000.0,0,0.6523182862006244,3,2.0,60.0
244,2023-06-09,13259.1396484375,13385.9501953125,13229.330078125,13312.3896484375,4412710000.0,0.004000033157551849,13238.51953125,156.6201171875,181.45221819196428,164.9682384672619,0.0015575848295441563,3,13221.6818359375,12834.1080078125,1,1,68.5826976727528,0,4623732000.0,0,0.05044077582421798,3,1.7,50.0
245,2023-06-12,13461.919921875,13465.91015625,13302.580078125,13326.3701171875,4722680000.0,-0.010171547352769119,13259.1396484375,206.7705078125,189.00934709821428,170.43638392857142,0.015293622272195995,4,13268.1798828125,12892.9669921875,1,1,72.7180900105497,2,4699412000.0,1,1.0074793927227041,4,2.7,83.33333333333334
246,2023-06-13,13573.3203125,13594.400390625,13473.1904296875,13566.5302734375,5522100000.0,-0.000500499311588499,13461.919921875,132.48046875,186.59005301339286,169.36067708333334,0.008275223093845652,3,13327.5599609375,12953.372509765624,1,1,74.68915171793057,2,4841650000.0,1,0.5184825426097838,3,2.2,66.66666666666666
247,2023-06-14,13626.48046875,13661.740234375,13455.990234375,13570.5595703125,5772550000.0,-0.004120751111828491,13573.3203125,205.75,190.97216796875,173.7749255952381,0.003916518215594023,3,13431.8759765625,13017.54404296875,1,1,75.59526754936871,2,4942040000.0,1,0.2147960605681844,3,2.2,66.66666666666666
248,2023-06-15,13782.8203125,13828.169921875,13561.3701171875,13572.8798828125,5667520000.0,-0.015467640729168322,13626.48046875,266.7998046875,191.97502790178572,182.70396205357142,0.011473237282990212,4,13540.7361328125,13081.65654296875,1,1,78.08054499124401,2,5219512000.0,1,0.7412995732984952,3,2.5000000000000004,76.66666666666667
249,2023-06-16,13689.5703125,13864.0595703125,13680.9501953125,13859.0703125,8076530000.0,0.012230257598673251,13782.8203125,183.109375,183.35281808035714,182.89722842261904,-0.006765668991231766,2,13626.822265625,13131.69306640625,1,1,73.28663932087119,2,5952276000.0,1,-0.5294699413667654,3,1.9,56.666666666666664
250,2023-06-20,13667.2900390625,13711.1796875,13561.83984375,13642.2900390625,5237710000.0,-0.00183253690754386,13689.5703125,149.33984375,180.72209821428572,180.58342633928572,-0.0016275363600825044,3,13667.8962890625,13182.162548828124,0,1,72.14686085616549,2,6055282000.0,0,-0.17147795370028945,3,2.0,60.0
251,2023-06-21,13502.2001953125,13638.5703125,13460.9404296875,13620.8701171875,5194640000.0,0.008712359845885052,13667.2900390625,206.349609375,185.48207310267858,185.28241257440476,-0.0120791937010305,2,13653.672265625,13221.233544921875,0,1,64.18175173713684,0,5989790000.0,0,-0.899682119395014,3,1.3,36.66666666666667
252,2023-06-22,13630.6103515625,13631.849609375,13441.5595703125,13443.41015625,4499550000.0,-0.01392505273116795,13502.2001953125,190.2900390625,182.05991908482142,189.53571428571428,0.009510313459474506,3,13654.4982421875,13274.7515625,0,1,67.21375504623539,0,5735190000.0,0,0.6045356842236643,3,1.6,46.66666666666667
253,2023-06-23,13492.51953125,13572.1904296875,13442.650390625,13484.099609375,7734500000.0,-0.0006244333784916523,13630.6103515625,187.9599609375,184.39780970982142,190.56473214285714,-0.010130934474014253,2,13596.4380859375,13325.16953125,0,1,61.212833736111335,0,6148586000.0,1,-0.7639399649514267,3,1.4,40.0
254,2023-06-26,13335.7802734375,13573.5703125,13334.419921875,13468.740234375,4430600000.0,0.009871744396566413,13492.51953125,239.150390625,191.787109375,195.0766369047619,-0.011616752338173497,2,13525.680078125,13357.054052734375,0,0,55.18978802914438,0,5419400000.0,0,-0.8674621837583305,3,1.2000000000000002,33.33333333333334
255,2023-06-27,13555.669921875,13578.7998046875,13366.9697265625,13389.25,5053660000.0,-0.012429368476576358,13335.7802734375,243.01953125,199.10567801339286,194.6128162202381,0.01648869761865246,4,13503.3560546875,13386.05302734375,1,1,60.98904017899231,0,5382590000.0,0,1.0907445455324047,4,2.2,66.66666666666666
256,2023-06-28,13591.75,13654.1396484375,13495.73046875,13506.01953125,4533270000.0,-0.006347574764840099,13555.669921875,158.4091796875,190.96205357142858,187.6884765625,0.002661622651845219,3,13521.266015625,13414.76904296875,1,1,61.861226132783244,0,5250316000.0,0,0.12736302031211888,3,1.7,50.0
257,2023-06-29,13591.330078125,13618.5302734375,13540.259765625,13592.3603515625,4388140000.0,7.579797848587539e-05,13591.75,78.2705078125,186.02280970982142,182.55040922619048,-3.0895350120463405e-05,3,13513.4099609375,13447.571044921875,1,1,61.84389587567682,0,5228034000.0,0,-0.06023429189191909,3,1.7,50.0
258,2023-06-30,13787.919921875,13816.6796875,13716.16015625,13719.98046875,4661120000.0,-0.004951862233313356,13591.330078125,225.349609375,190.93205915178572,186.62848772321428,0.014464356514040322,4,13572.4900390625,13481.918017578126,1,1,66.56615742280428,0,4613358000.0,1,0.9497014958918287,3,2.1000000000000005,63.33333333333335
259,2023-07-03,13816.76953125,13839.08984375,13773.41015625,13798.7001953125,2902300000.0,-0.0013094955091232621,13787.919921875,65.6796875,180.85414341517858,178.41322544642858,0.0020923830090737727,3,13668.687890625,13510.718017578125,1,1,67.20754926195838,0,4307698000.0,0,0.08770206840540953,3,1.7,50.0
260,2023-07-05,13791.650390625,13844.5,13764.25,13772.099609375,5339340000.0,-0.0014195933666273596,13816.76953125,80.25,177.12339564732142,174.8427734375,-0.0018180183557514606,3,13715.883984375,13538.829052734374,1,1,66.0199716720937,0,4364834000.0,1,-0.18474951228770456,3,1.8,53.333333333333336
261,2023-07-06,13679.0400390625,13689.51953125,13567.25,13653.169921875,6113080000.0,-0.0018948066519007506,13791.650390625,224.400390625,178.45556640625,179.06659226190476,-0.008165110655578123,2,13733.3419921875,13558.96005859375,0,1,60.830495644035935,0,4680796000.0,1,-0.6269740229090467,3,1.4,40.0
262,2023-07-07,13660.7197265625,13804.509765625,13656.73046875,13668.0703125,5098120000.0,0.0005377925171176207,13679.0400390625,147.779296875,169.9541015625,179.41038876488096,-0.0013392981121250758,3,13747.219921875,13586.751025390626,0,1,60.0041369201105,0,4822792000.0,1,-0.151395369089253,3,1.7,50.0
263,2023-07-10,13685.48046875,13692.41015625,13584.8701171875,13645.3701171875,5275390000.0,-0.0029394843245752356,13660.7197265625,107.5400390625,164.55629185267858,171.55896577380952,0.0018125503401811294,3,13726.73203125,13609.099072265624,0,1,60.779623845450445,0,4945646000.0,1,0.06820513040432,3,1.7,50.0
264,2023-07-11,13760.7001953125,13774.830078125,13643.3203125,13709.8095703125,4840950000.0,-0.0037119862780734454,13685.48046875,131.509765625,163.28271484375,170.80133928571428,0.005496316094583564,3,13715.5181640625,13634.177099609375,1,1,63.119075027862245,0,5333376000.0,0,0.32486620149489875,3,1.7,50.0
265,2023-07-12,13918.9599609375,13963.4501953125,13842.1298828125,13915.6396484375,5230620000.0,-0.00023860293769340435,13760.7001953125,202.75,163.02559988839286,172.9980003720238,0.01150085121968658,4,13740.980078125,13657.0291015625,1,1,67.51017260516076,0,5311632000.0,0,0.7432235345495729,3,2.0,60.0
266,2023-07-13,14138.5703125,14163.7998046875,14012.240234375,14021.150390625,5183560000.0,-0.008374485588109147,13918.9599609375,244.83984375,166.92201450892858,174.81082589285714,0.015777784559968477,4,13832.8861328125,13685.2916015625,1,1,72.41775756730037,2,5125728000.0,1,1.0412127025057276,4,2.7,83.33333333333334
267,2023-07-14,14113.7001953125,14232.1103515625,14081.9599609375,14166.66015625,5366890000.0,0.0037383519018161313,14138.5703125,150.150390625,164.22133091517858,175.65225074404762,-0.0017590263115579985,3,13923.4822265625,13709.652587890625,1,1,71.10782918763894,2,5179482000.0,1,-0.18063932660870965,3,2.2,66.66666666666666
268,2023-07-17,14244.9501953125,14274.41015625,14138.009765625,14149.919921875,4593160000.0,-0.006715958391438556,14113.7001953125,160.7099609375,158.61844308035714,173.50748697916666,0.009299474849521872,3,14035.376171875,13732.75908203125,1,1,73.80116565397135,2,5043036000.0,0,0.5898458078673784,3,2.1,63.33333333333334
269,2023-07-18,14353.6396484375,14396.6904296875,14176.1103515625,14212.25,4824070000.0,-0.009948435218737357,14244.9501953125,220.580078125,157.015625,171.30654761904762,0.007630033916212975,3,14153.9640625,13765.962548828125,1,1,75.81202940063575,2,5039660000.0,0,0.4735299162954337,3,2.1,63.33333333333334
270,2023-07-19,14358.01953125,14446.5498046875,14317.08984375,14398.5302734375,5112420000.0,0.0028135331466597304,14353.6396484375,129.4599609375,154.94782366071428,168.75181361607142,0.0003051409203362887,3,14241.7759765625,13800.4990234375,1,1,75.89232942819282,2,5016020000.0,1,-0.036821448934236486,3,2.2,66.66666666666666
271,2023-07-20,14063.3095703125,14309.919921875,14030.6201171875,14273.2900390625,5128020000.0,0.01471142730059677,14358.01953125,327.3994140625,172.74274553571428,177.23084077380952,-0.02052580861142228,1,14226.723828125,13828.5544921875,0,1,61.17559448235322,0,5004912000.0,1,-1.4881878427570245,2,0.9,23.333333333333332
272,2023-07-21,14032.8095703125,14179.009765625,14020.4501953125,14148.1796875,5254180000.0,0.008154414188662742,14063.3095703125,158.5595703125,167.97202845982142,174.9551246279762,-0.0021687640343482917,3,14210.545703125,13848.664453125,0,1,59.881412559595034,0,4982370000.0,1,-0.209187212063123,3,1.7,50.0
273,2023-07-24,14058.8701171875,14110.150390625,13997.1298828125,14081.6298828125,4083070000.0,0.001616273529016673,14032.8095703125,113.0205078125,171.353515625,171.27562313988096,0.0018571154083166785,3,14173.3296875,13876.981982421876,0,1,60.64746450409911,0,4880352000.0,0,0.07131013731395454,3,1.6,46.66666666666667
