,Period,Close,High,Low,Open,Volume,p_change,Prev Close,TR,atr14,atr21,pct_change,p_score,MA5,MA20,ma5_score,ma20_score,rsi,rsi_score,vol_avg5,vol_avg5_score,z_score,z_score_score,score,score_final
13,2022-07-11,11372.599609375,11541.099609375,11348.0595703125,11524.490234375,4362910000.0,0.013179812895059248,11635.3095703125,287.25,,,-0.02257868253095774,1,11462.6697265625,,0,0,,0,4695854000.0,0,-1.6312188751651522,2,0.7,16.666666666666664
14,2022-07-12,11264.73046875,11483.169921875,11207.080078125,11420.8896484375,4317860000.0,0.013673118688163163,11372.599609375,276.08984375,,,-0.009485002930735176,2,11451.1677734375,,0,0,,0,4548712000.0,0,-0.7189356153803201,3,1.2000000000000002,33.33333333333334
15,2022-07-13,11247.580078125,11325.669921875,11031.26953125,11056.5498046875,4433060000.0,-0.01727756640290368,11264.73046875,294.400390625,277.93136160714283,,-0.0015224856620029703,3,11428.3138671875,,0,0,47.53498321593603,0,4465090000.0,0,-0.16415869767656327,3,1.5,43.333333333333336
16,2022-07-14,11251.1904296875,11279.9697265625,11005.9296875,11151.2099609375,4481070000.0,-0.008965885235793235,11247.580078125,274.0400390625,282.220703125,,0.00032098918500000906,3,11354.28203125,,0,0,47.70474357028012,0,4424294000.0,1,-0.03571724392916627,3,1.6,46.66666666666667
17,2022-07-15,11452.419921875,11454.6904296875,11295.330078125,11379.3603515625,4369060000.0,-0.0064203582675425325,11251.1904296875,203.5,269.53927176339283,,0.01788517343520679,4,11317.7041015625,,1,0,56.20968532326574,0,4392792000.0,0,1.1880419859031937,4,2.1,63.33333333333334
18,2022-07-18,11360.0498046875,11629.0302734375,11322.83984375,11561.6396484375,5057920000.0,0.017436094695897558,11452.419921875,306.1904296875,277.80859375,,-0.008065554513161488,2,11315.194140625,,1,0,52.02693594832376,0,4531794000.0,1,-0.620037592134163,3,1.4,40.0
19,2022-07-19,11713.150390625,11721.2197265625,11448.9697265625,11515.0,5302740000.0,-0.017208023501953974,11360.0498046875,361.169921875,270.88002232142856,,0.031082661784792576,5,11404.878125,,1,0,63.276711950607385,0,4728770000.0,1,2.107557970724436,5,2.7,83.33333333333334
20,2022-07-20,11897.650390625,11939.9599609375,11703.3603515625,11726.08984375,5467080000.0,-0.014630669657238016,11713.150390625,236.599609375,276.77001953125,,0.01575152660446255,4,11534.8921875,,1,0,67.557670857531,0,4935574000.0,1,1.0393832172902941,4,2.2,66.66666666666666
21,2022-07-21,12059.6103515625,12060.58984375,11812.7197265625,11914.150390625,4680930000.0,-0.012209008294201108,11897.650390625,247.8701171875,271.05503627232144,,0.013612768540006925,4,11696.576171875,11422.005517578125,1,1,70.77803439923056,2,4975546000.0,0,0.8903683308332044,3,2.4000000000000004,73.33333333333334
22,2022-07-22,11834.1103515625,12093.01953125,11767.1904296875,12025.3701171875,4721880000.0,0.015904688484526405,12059.6103515625,325.8291015625,279.33998325892856,278.39229910714283,-0.018698779929550824,2,11772.9142578125,11452.101513671874,1,1,61.60832003192008,0,5046110000.0,0,-1.3608922518682918,2,1.2,33.33333333333333
