,Period,Close,High,Low,Open,Volume,Prev Close,Weekday,p_change,TR,atr14,atr21,ma_short,ma_long,SMA_short,SMA_long,prev_ma_short,prev_ma_long,golden_cross,death_cross,ma_diff,ma_ratio,volatility,future_return_1d,score
178,2022-12-16,16647.484375,17505.525390625,16584.701171875,17364.546875,24031608960.0,17364.865234375,4,0.04129462779315973,920.82421875,393.7855747767857,380.8629557291667,17363.151171875,17034.88857421875,17226.3427734375,17699.8381640625,17454.49296875,17025.72841796875,False,False,328.2625976562522,1.0192700173074838,920.82421875,0.008866650272798348,54.0
179,2022-12-17,16795.091796875,16800.58984375,16614.029296875,16646.982421875,14463581825.0,16647.484375,5,-0.00889707042673251,186.560546875,390.83272879464283,377.81180245535717,17280.88203125,17052.41181640625,17221.0392578125,17623.83296875,17363.151171875,17034.88857421875,False,False,228.47021484375,1.0133981173633126,186.560546875,-0.0022098857704312097,49.0
180,2022-12-18,16757.9765625,16815.38671875,16697.8203125,16795.609375,10924354698.0,16795.091796875,6,0.0022406339454414705,117.56640625,381.0640345982143,375.91587611607144,17076.213671875,17079.44453125,17173.489453125,17542.62296875,17280.88203125,17052.41181640625,False,True,-3.230859374998545,0.9998108334630504,117.56640625,-0.018993753441108503,41.0
181,2022-12-19,16439.6796875,16807.52734375,16398.13671875,16759.041015625,17221074814.0,16757.9765625,0,0.019056062207094607,409.390625,377.75474330357144,375.01050967261904,16801.01953125,17079.17939453125,17104.1421875,17458.7044921875,17076.213671875,17079.44453125,False,False,-278.1598632812493,0.9837135112375296,409.390625,0.028384068842582186,64.0
182,2022-12-20,16906.3046875,17012.984375,16427.8671875,16441.787109375,22722096615.0,16439.6796875,1,-0.028252255976489022,585.1171875,408.6958705357143,384.64174107142856,16709.307421875,17066.06630859375,17081.9001953125,17386.9151171875,16801.01953125,17079.17939453125,False,False,-356.7588867187478,0.9790954236162144,585.1171875,-0.005250676176186121,47.0
183,2022-12-21,16817.53515625,16916.80078125,16755.912109375,16904.52734375,14882945045.0,16906.3046875,2,0.005146088129589914,160.888671875,394.5580357142857,356.78143601190476,16743.317578125,17058.58642578125,17053.234375,17313.5603515625,16709.307421875,17066.06630859375,False,False,-315.2688476562507,0.9815184658454599,160.888671875,0.0007615052090579749,50.0
184,2022-12-22,16830.341796875,16866.673828125,16592.408203125,16818.380859375,16441573050.0,16817.53515625,3,-0.0007111824616180376,274.265625,379.92466517857144,355.12220982142856,16750.367578125,17045.6705078125,17015.6248046875,17246.977109375,16743.317578125,17058.58642578125,False,False,-295.3029296875029,0.9826757809525792,274.265625,-0.0019838380157674216,49.0
185,2022-12-23,16796.953125,16905.21875,16794.458984375,16829.64453125,15329265213.0,16830.341796875,4,0.0019424894084540648,110.759765625,374.9995814732143,350.359375,16758.162890625,17040.10634765625,16917.18828125,17178.71640625,16750.367578125,17045.6705078125,False,False,-281.9434570312478,0.9834541257384801,110.759765625,0.0030245208161822504,52.0
186,2022-12-24,16847.755859375,16864.703125,16793.52734375,16796.9765625,9744636213.0,16796.953125,5,-0.0030231212555458967,71.17578125,373.2162388392857,342.89629836309524,16839.778125,17025.96982421875,16820.398828125,17092.7269140625,16758.162890625,17040.10634765625,False,False,-186.19169921875073,0.9890642529535145,71.17578125,-0.0003424510242288157,50.0
187,2022-12-25,16841.986328125,16860.5546875,16755.25390625,16847.505859375,11656379938.0,16847.755859375,6,0.00032761711413375707,105.30078125,369.7509765625,335.7997581845238,16826.914453125,17019.32783203125,16768.1109375,17003.9128125,16839.778125,17025.96982421875,False,False,-192.41337890625073,0.9886944196148499,105.30078125,0.004620497716771596,52.0
188,2022-12-26,16919.8046875,16920.123046875,16812.369140625,16842.25,11886957804.0,16841.986328125,0,-0.004604769998070329,107.75390625,355.07840401785717,319.2299107142857,16847.368359375,17010.84287109375,16795.34296875,16923.7791796875,16826.914453125,17019.32783203125,False,False,-163.47451171875218,0.9903899816747739,107.75390625,-0.0119759573539699,44.0
189,2022-12-27,16717.173828125,16959.845703125,16642.072265625,16919.291015625,15748580239.0,16919.8046875,1,0.011945960815576986,317.7734375,319.32491629464283,327.12667410714283,16824.734765625,17004.29521484375,16787.551171875,16846.066328125,16847.368359375,17010.84287109375,False,False,-179.56044921875218,0.9894402886476584,317.7734375,-0.009846255365429895,45.0
190,2022-12-28,16552.572265625,16768.169921875,16497.556640625,16716.400390625,17005713920.0,16717.173828125,2,0.009800442749138693,270.61328125,297.29603794642856,322.9264322916667,16775.85859375,16970.25009765625,16767.0107421875,16806.29234375,16824.734765625,17004.29521484375,False,False,-194.39150390625218,0.9885451597479344,270.61328125,0.005423297950882587,53.0
191,2022-12-29,16642.341796875,16651.755859375,16508.68359375,16552.322265625,14472237479.0,16552.572265625,3,-0.005438483483187605,143.072265625,270.07589285714283,306.92354910714283,16734.77578125,16945.7095703125,16787.276953125,16821.52357421875,16775.85859375,16970.25009765625,False,False,-210.9337890625029,0.9875523778932196,143.072265625,-0.0023888380529755206,49.0
192,2022-12-30,16602.5859375,16643.427734375,16408.474609375,16641.330078125,15929162910.0,16642.341796875,4,0.0023281877375852973,234.953125,221.08510044642858,309.5541294642857,16686.895703125,16919.40263671875,16756.905078125,16801.83986328125,16734.77578125,16945.7095703125,False,False,-232.50693359375146,0.9862579702968259,234.953125,-0.0033181483870876665,48.0
193,2022-12-31,16547.49609375,16628.986328125,16517.51953125,16603.673828125,11239186456.0,16602.5859375,5,0.0033834520574501053,111.466796875,215.72126116071428,310.2838541666667,16612.433984375,16891.5677734375,16729.901171875,16792.10392578125,16686.895703125,16919.40263671875,False,False,-279.1337890625,0.983474962608181,111.466796875,0.004688563389617812,52.0
194,2023-01-01,16625.080078125,16630.439453125,16521.234375,16547.9140625,9244361700.0,16547.49609375,6,-0.0046631868725901535,109.205078125,215.1240234375,308.1595982142857,16594.015234375,16862.49990234375,16709.375,16788.62181640625,16612.433984375,16891.5677734375,False,False,-268.4846679687471,0.9840780032899256,109.205078125,0.0038129515588564483,52.0
195,2023-01-02,16688.470703125,16759.34375,16572.228515625,16625.509765625,12097775227.0,16625.080078125,0,-0.0037870079406634735,187.115234375,199.24720982142858,302.15699404761904,16621.194921875,16807.85751953125,16698.5267578125,16795.32392578125,16594.015234375,16862.49990234375,False,False,-186.66259765625,0.9888943253213955,187.115234375,-0.0005161216628667551,50.0
196,2023-01-03,16679.857421875,16760.447265625,16622.37109375,16688.84765625,13903079207.0,16688.470703125,1,0.0005386971323710983,138.076171875,167.31570870535714,269.7643229166667,16628.698046875,16751.06787109375,16681.7369140625,16796.55708984375,16621.194921875,16807.85751953125,False,False,-122.36982421874927,0.9926948045843743,138.076171875,0.010994150293785063,55.0
197,2023-01-04,16863.23828125,16964.5859375,16667.763671875,16680.205078125,18421743322.0,16679.857421875,2,-0.010973078704232246,296.822265625,177.02525111607142,256.32645089285717,16680.828515625,16725.9865234375,16683.862109375,16796.12958984375,16628.698046875,16751.06787109375,False,False,-45.15800781250073,0.9973001288893051,296.822265625,-0.001571581488857164,49.0
198,2023-01-05,16836.736328125,16884.021484375,16790.283203125,16863.47265625,13692758566.0,16863.23828125,3,0.001585458029315859,93.73828125,164.13044084821428,235.83045014880952,16738.6765625,16735.44912109375,16675.5552734375,16799.47552734375,16680.828515625,16725.9865234375,True,False,3.227441406252183,1.0001928506001183,93.73828125,0.006844106816741526,53.0
199,2023-01-06,16951.96875,16991.994140625,16716.421875,16836.47265625,14413662913.0,16836.736328125,4,-0.006859874755721222,275.572265625,175.90276227678572,205.10416666666666,16804.054296875,16743.29296875,16699.034765625,16804.76455078125,16738.6765625,16735.44912109375,False,False,60.761328125001455,1.0036289950990172,275.572265625,0.00018342264818061325,50.0
200,2023-01-07,16955.078125,16975.017578125,16914.19140625,16952.1171875,7714767174.0,16951.96875,5,-0.00017466476117704692,60.826171875,175.16350446428572,199.11681547619048,16857.37578125,16753.148046875,16739.2853515625,16809.91056640625,16804.054296875,16743.29296875,False,False,104.22773437499927,1.0062213820401618,60.826171875,0.008025112314249511,54.0
201,2023-01-08,17091.14453125,17091.14453125,16924.05078125,16954.146484375,9768827914.0,16955.078125,6,-0.008080503905121847,167.09375,179.57728794642858,201.47526041666666,16939.633203125,16785.7212890625,16784.165625,16817.50251953125,16857.37578125,16753.148046875,False,False,153.9119140624971,1.0091692165866466,167.09375,0.00616753056281659,53.0
202,2023-01-09,17196.5546875,17389.95703125,17093.9921875,17093.9921875,18624736866.0,17091.14453125,0,-0.005999914992063641,298.8125,193.22433035714286,196.20963541666666,17006.296484375,16800.2337890625,16843.5625,16835.59697265625,16939.633203125,16785.7212890625,False,False,206.0626953125029,1.0122654659393286,295.96484375,0.01452257651537213,57.0
203,2023-01-10,17446.29296875,17484.720703125,17162.990234375,17192.94921875,15808338949.0,17196.5546875,1,-0.014735328231163074,321.73046875,193.50697544642858,183.66741071428572,17128.2078125,16831.6716796875,16933.4421875,16868.7771484375,17006.296484375,16800.2337890625,False,False,296.5361328125,1.0176177469746133,321.73046875,0.028006151020173294,64.0
204,2023-01-11,17934.896484375,17934.896484375,17337.994140625,17446.359375,18372283782.0,17446.29296875,2,-0.02800223811020745,596.90234375,216.81333705357142,204.42996651785714,17324.793359375,16886.8994140625,17064.423828125,16903.6796875,17128.2078125,16831.6716796875,False,False,437.89394531249854,1.0259309855868417,596.90234375,0.052115795988246116,76.0
205,2023-01-12,18869.587890625,19030.087890625,17995.203125,18117.59375,34971338710.0,17934.896484375,3,-0.041506292226306266,1095.19140625,284.8218470982143,243.52167038690476,17707.6953125,16990.53115234375,17282.535546875,16948.8573046875,17324.793359375,16886.8994140625,False,False,717.1641601562515,1.0422096374578216,1034.884765625,0.05511441660269102,78.0
206,2023-01-13,19909.57421875,19964.322265625,18753.1640625,18868.90625,29225029694.0,18869.587890625,4,-0.05515253268853355,1211.158203125,354.55078125,295.92159598214283,18271.38125,17143.6220703125,17605.5072265625,17014.9594921875,17707.6953125,16990.53115234375,False,False,1127.7591796874985,1.0657830168596887,1211.158203125,0.0535784742383091,77.0
207,2023-01-14,20976.298828125,21075.142578125,19907.828125,19910.537109375,38967784639.0,19909.57421875,5,-0.053527522281062896,1167.314453125,429.96847098214283,348.1186755952381,19027.330078125,17350.3376953125,18016.81328125,17104.0486328125,18271.38125,17143.6220703125,False,False,1676.9923828124993,1.09665474022823,1167.314453125,-0.004552757413617397,48.0
208,2023-01-15,20880.798828125,20993.748046875,20606.986328125,20977.484375,19298407543.0,20976.298828125,6,0.004609015320741957,386.76171875,449.7939453125,361.5215773809524,19714.23125,17548.38740234375,18421.21953125,17192.378984375,19027.330078125,17350.3376953125,False,False,2165.8438476562515,1.1234212465224573,386.76171875,0.013832516023570923,57.0
209,2023-01-16,21169.6328125,21360.875,20715.74609375,20882.224609375,26792494050.0,20880.798828125,0,-0.01376329430897746,645.12890625,482.5092075892857,387.1108630952381,20361.178515625,17771.0103515625,18842.9859375,17286.8791015625,19714.23125,17548.38740234375,False,False,2590.1681640624993,1.1457524424791503,645.12890625,-0.0003832509199313728,50.0
210,2023-01-17,21161.51953125,21438.66015625,20978.533203125,21175.833984375,24999983362.0,21169.6328125,1,0.0006759806076852604,460.126953125,505.51283482142856,393.8896019345238,20819.56484375,18001.45771484375,19263.630078125,17385.763046875,20361.178515625,17771.0103515625,False,False,2818.1071289062493,1.1565488291863428,460.126953125,-0.02233952436883797,39.0
211,2023-01-18,20688.78125,21564.501953125,20541.544921875,21161.05078125,30005625418.0,21161.51953125,2,0.022317867677367893,1022.95703125,557.3796037946429,429.7154947916667,20975.40625,18203.7796875,19623.39375,17470.6390234375,20819.56484375,18001.45771484375,False,False,2771.6265625000015,1.1522555540706305,1022.95703125,0.019238045679950334,60.0
212,2023-01-19,21086.79296875,21163.01171875,20685.380859375,20686.74609375,21152848261.0,20688.78125,3,-0.019338318031605004,477.630859375,584.8005022321429,445.6468563988095,20997.505078125,18427.9900390625,20012.417578125,17549.0035546875,20975.40625,18203.7796875,False,False,2569.5150390624985,1.139435447578157,477.630859375,0.0753912540413792,88.0
213,2023-01-20,22676.552734375,22692.357421875,20919.126953125,21085.373046875,28799154319.0,21086.79296875,4,-0.07546367256403955,1773.23046875,691.7760881696429,518.8981584821429,21356.655859375,18734.44287109375,20535.4435546875,17663.191953125,20997.505078125,18427.9900390625,False,False,2622.2129882812515,1.1399674922987535,1773.23046875,0.004457126566322679,52.0
214,2023-01-21,22777.625,23282.34765625,22511.833984375,22677.427734375,32442278429.0,22676.552734375,5,-0.004418369966762965,770.513671875,742.4680524553571,550.2813430059524,21678.254296875,19042.0701171875,21019.71640625,17776.97125,21356.655859375,18734.44287109375,False,False,2636.184179687498,1.138439999614751,770.513671875,-0.002511630794474841,49.0
215,2023-01-22,22720.416015625,23056.73046875,22387.900390625,22777.986328125,24746386230.0,22777.625,6,0.0025274539931089235,668.830078125,778.3063616071429,576.9301525297619,21990.03359375,19343.6673828125,21404.79921875,17893.21484375,21678.254296875,19042.0701171875,False,False,2646.3662109375,1.1368078843874707,668.830078125,0.009419529327844166,55.0
216,2023-01-23,22934.431640625,23126.486328125,22654.3046875,22721.087890625,26518700512.0,22720.416015625,0,-0.009389680240092213,472.181640625,790.6898716517857,590.5047433035714,22439.163671875,19656.39609375,21707.2849609375,18009.29375,21990.03359375,19343.6673828125,False,False,2782.767578125,1.1415705892805963,472.181640625,-0.01299194570390845,44.0
217,2023-01-24,22636.46875,23134.01171875,22549.744140625,22929.626953125,26405069715.0,22934.431640625,1,0.012785127456469434,584.267578125,809.4425223214286,611.751953125,22749.098828125,19945.0576171875,21873.301953125,18122.5266015625,22439.163671875,19656.39609375,False,False,2804.0412109374993,1.140588273283359,584.267578125,0.021266153759075163,61.0
218,2023-01-25,23117.859375,23722.099609375,22406.076171875,22639.267578125,30685366709.0,22636.46875,2,-0.02113989753526458,1316.0234375,860.8083147321429,660.2853422619048,22837.36015625,20259.11376953125,22097.0080078125,18243.0937109375,22749.098828125,19945.0576171875,False,False,2578.2463867187507,1.1272635326524654,1316.0234375,-0.003680359408276745,48.0
219,2023-01-26,23032.77734375,23237.078125,22911.373046875,23108.955078125,26357839322.0,23117.859375,3,0.003296459494488786,325.705078125,805.8450055803571,671.3313802083334,22888.390625,20563.15419921875,22283.3224609375,18366.78671875,22837.36015625,20259.11376953125,False,False,2325.2364257812515,1.113077809136382,325.705078125,0.0019950339114214104,51.0
220,2023-01-27,23078.728515625,23417.720703125,22654.59375,23030.716796875,25383335641.0,23032.77734375,4,-0.0020846819130056183,763.126953125,773.8427734375,694.5482700892857,22960.053125,20869.33671875,22475.043359375,18483.691796875,22888.390625,20563.15419921875,False,False,2090.716406249998,1.1001812580067099,763.126953125,-0.0020641809553220043,49.0
221,2023-01-28,23031.08984375,23165.896484375,22908.845703125,23079.96484375,14712928379.0,23078.728515625,5,0.002117637541082964,257.05078125,708.8239397321429,703.8922991071429,22979.384765625,21166.333984375,22709.27421875,18601.650546875,22960.053125,20869.33671875,False,False,1813.05078125,1.0856572887203044,257.05078125,0.03228143207915794,66.0
222,2023-01-29,23774.56640625,23919.890625,22985.0703125,23031.44921875,27423687259.0,23031.08984375,6,-0.03226532470631614,934.8203125,747.9709821428571,740.4507068452381,23207.004296875,21495.2345703125,22978.0515625,18734.5673828125,22979.384765625,21166.333984375,False,False,1711.7697265624993,1.0796348474804112,934.8203125,-0.03930367092328346,30.0
223,2023-01-30,22840.138671875,23789.34765625,22657.58203125,23774.6484375,27205595568.0,23774.56640625,0,0.03930698567769305,1131.765625,782.7307477678571,780.1151413690476,23151.46015625,21764.92685546875,22994.41015625,18849.2862890625,23207.004296875,21495.2345703125,False,False,1386.5333007812478,1.0637049373052618,1131.765625,0.013097316769725309,57.0
224,2023-01-31,23139.283203125,23225.021484375,22765.568359375,22840.796875,22837828665.0,22840.138671875,1,-0.013068122349606071,459.453125,782.6826171875,786.6733630952381,23172.761328125,22025.14619140625,23030.5759765625,18967.943203125,23151.46015625,21764.92685546875,False,False,1147.6151367187522,1.052104768192936,459.453125,0.025259482888651628,63.0
225,2023-02-01,23723.76953125,23764.5390625,22877.75,23137.8359375,26683255504.0,23139.283203125,2,-0.02532361260286942,886.7890625,772.9563337053571,800.4774925595239,23301.76953125,22267.8552734375,23130.911328125,19086.7922265625,23172.761328125,22025.14619140625,False,False,1033.9142578124993,1.0464307965503,886.7890625,-0.01061797692681967,45.0
226,2023-02-02,23471.87109375,24167.2109375,23468.595703125,23720.82421875,32066936882.0,23723.76953125,3,0.010495129625521878,698.615234375,788.7409319196429,781.5929129464286,23389.92578125,22445.9701171875,23184.6552734375,19199.916640625,23301.76953125,22267.8552734375,False,False,943.9556640625015,1.0420545718957226,698.615234375,-0.0009606745041729637,50.0
227,2023-02-03,23449.322265625,23678.103515625,23279.955078125,23469.412109375,27083066007.0,23471.87109375,4,0.0008560011497678286,398.1484375,690.5207868303571,742.878162202381,23324.876953125,22569.6212890625,23265.940625,19321.60578125,23389.92578125,22445.9701171875,False,False,755.2556640625007,1.033463373372087,398.1484375,-0.005009723012217254,47.0
228,2023-02-04,23331.84765625,23556.94921875,23291.794921875,23446.3203125,15639298538.0,23449.322265625,5,0.004882329283413009,265.154296875,654.4236886160714,699.9181547619048,23423.21875,22692.17373046875,23287.339453125,19455.293046875,23324.876953125,22569.6212890625,False,False,731.0450195312515,1.0322157334160402,265.154296875,-0.01612309690031045,42.0
229,2023-02-05,22955.666015625,23423.435546875,22841.759765625,23332.248046875,19564262605.0,23331.84765625,6,0.016139980617960105,581.67578125,648.1983816964286,709.1997767857143,23386.4953125,22781.475390625,23279.6283203125,19578.50453125,23423.21875,22692.17373046875,False,False,605.0199218749985,1.0265575390312067,581.67578125,-0.008518883333286539,46.0
230,2023-02-06,22760.109375,23119.279296875,22692.025390625,22954.021484375,23825006542.0,22955.666015625,0,0.008447849084178893,427.25390625,644.9892578125,698.8247767857143,23193.76328125,22861.4048828125,23247.76640625,19698.5471875,23386.4953125,22781.475390625,False,False,332.3583984375,1.014537969129245,427.25390625,0.02215198672018684,61.0
231,2023-02-07,23264.291015625,23310.974609375,22756.2578125,22757.267578125,27187964471.0,22760.109375,1,-0.02227962718983745,554.716796875,642.8784877232143,703.3290550595239,23152.247265625,22990.18037109375,23271.0865234375,19835.0394140625,23193.76328125,22861.4048828125,False,False,162.06689453125,1.0070493963907747,554.716796875,-0.013965290320121612,43.0
232,2023-02-08,22939.3984375,23367.958984375,22731.09765625,23263.416015625,25371367758.0,23264.291015625,2,0.013928202887631457,636.861328125,594.3669084821429,684.9435453869048,23050.2625,23082.81064453125,23187.5697265625,19955.7012890625,23152.247265625,22990.18037109375,False,True,-32.54814453125073,0.9985899401492963,636.861328125,-0.04883996317743457,26.0
233,2023-02-09,21819.0390625,22996.4375,21773.974609375,22946.56640625,32572572185.0,22939.3984375,3,0.04913708324757874,1222.462890625,658.4210379464286,720.4117373511905,22747.70078125,23039.9349609375,23085.459765625,20055.7313671875,23050.2625,23082.81064453125,False,False,-292.2341796874971,0.9873161890351271,1222.462890625,-0.00769307338738351,46.0
234,2023-02-10,21651.18359375,21941.185546875,21539.392578125,21819.005859375,27078406594.0,21819.0390625,4,0.0076915633419151214,401.79296875,632.6114676339286,655.1051897321429,22486.804296875,22983.612890625,22936.6498046875,20152.148203125,22747.70078125,23039.9349609375,False,False,-496.80859375,0.9783842254864705,401.79296875,0.010146854341645223,55.0
235,2023-02-11,21870.875,21891.41015625,21618.44921875,21651.841796875,16356226232.0,21651.18359375,5,-0.010116146477507191,272.9609375,633.7479073660714,631.4122023809524,22308.957421875,22941.13583984375,22751.3603515625,20253.626640625,22486.804296875,22983.612890625,False,False,-632.1784179687529,0.9724434560528256,272.9609375,-0.003779998514005498,48.0
236,2023-02-12,21788.203125,22060.994140625,21682.828125,21870.90234375,17821046406.0,21870.875,6,0.003781244022317752,378.166015625,593.9868861607143,617.571056547619,22013.73984375,22883.8244140625,22582.9935546875,20352.4355859375,22308.957421875,22941.13583984375,False,False,-870.0845703124978,0.9619781836038815,378.166015625,0.0009132665684196938,50.0
237,2023-02-13,21808.1015625,21898.4140625,21460.087890625,21787.0,23918742607.0,21788.203125,0,-0.0009685391517877634,438.326171875,544.4554966517857,615.9588913690476,21787.48046875,22842.4060546875,22418.871484375,20451.757890625,22013.73984375,22883.8244140625,False,False,-1054.9255859375007,0.9538172299620329,438.326171875,0.018924303145655803,59.0
238,2023-02-14,22220.8046875,22293.140625,21632.39453125,21801.822265625,26792596581.0,21808.1015625,1,-0.019217770733578124,660.74609375,558.8335658482143,619.6007254464286,21867.83359375,22797.5533203125,22307.7671875,20557.777890625,21787.48046875,22842.4060546875,False,False,-929.7197265625,0.9592184427206,660.74609375,0.09392266116037792,97.0
239,2023-02-15,24307.841796875,24307.841796875,22082.76953125,22220.5859375,32483312909.0,22220.8046875,2,-0.09393343025453241,2225.072265625,654.4252232142857,662.8887648809524,22399.165234375,22861.30654296875,22442.984765625,20709.59125,21867.83359375,22797.5533203125,False,False,-462.1413085937493,0.9797850001387657,2225.072265625,-0.028154173176657,36.0
240,2023-02-16,23623.474609375,25134.1171875,23602.5234375,24307.349609375,39316664596.0,24307.841796875,3,0.028134494751177606,1531.59375,713.9236886160714,720.3120349702381,22749.68515625,22888.54384765625,22529.3212890625,20851.009296875,22399.165234375,22861.30654296875,False,False,-138.8586914062471,0.9939332666887647,1531.59375,0.03988096453648338,70.0
241,2023-02-17,24565.6015625,24924.041015625,23460.755859375,23621.283203125,41358451255.0,23623.474609375,4,-0.0399774369264609,1463.28515625,790.0048828125,753.6529017857143,23305.16484375,22965.26943359375,22659.45234375,21009.4744921875,22749.68515625,22888.54384765625,True,False,339.8954101562522,1.0148004102951673,1463.28515625,0.00308055884800806,52.0
242,2023-02-18,24641.27734375,24798.8359375,24468.373046875,24565.296875,19625427158.0,24565.6015625,5,-0.0030930002245291408,330.462890625,794.6697823660714,757.1487165178571,23871.8,23008.60498046875,22829.640234375,21170.2483203125,23305.16484375,22965.26943359375,False,False,863.1950195312493,1.037516182326742,330.462890625,-0.012728023845912767,44.0
243,2023-02-19,24327.642578125,25093.0546875,24327.642578125,24640.02734375,25555105670.0,24641.27734375,6,0.012677939081274483,765.412109375,807.7938058035714,749.0816592261905,24293.167578125,23082.98017578125,23080.5005859375,21325.85125,23871.8,23008.60498046875,False,False,1210.1874023437522,1.052427693180341,765.412109375,0.020614650916729,60.0
244,2023-02-20,24829.1484375,25020.458984375,23927.91015625,24336.623046875,28987376573.0,24327.642578125,0,-0.020238033422975,1092.548828125,855.3148716517857,747.2141927083334,24397.42890625,23167.4734375,23398.2970703125,21489.9326171875,24293.167578125,23082.98017578125,False,False,1229.9554687499985,1.0530897541360351,1092.548828125,-0.01581991113645095,42.0
245,2023-02-21,24436.353515625,25126.8515625,24200.36328125,24833.048828125,31252098714.0,24829.1484375,1,0.01597449089902797,926.48828125,881.8699776785714,769.4539620535714,24560.0046875,23203.10263671875,23654.844921875,21644.8902734375,24397.42890625,23167.4734375,False,False,1356.9020507812493,1.0584793366656906,926.48828125,-0.010128752044233533,45.0
246,2023-02-22,24188.84375,24472.33984375,23644.318359375,24437.41796875,30199996781.0,24436.353515625,2,0.010171869183064713,828.021484375,895.5242745535714,766.655505952381,24484.653125,23238.95126953125,23894.908984375,21795.07,24560.0046875,23203.10263671875,False,False,1245.7018554687493,1.0536040478342066,828.021484375,-0.009977804850634913,45.0
247,2023-02-23,23947.4921875,24572.08984375,23693.919921875,24190.71875,30476264066.0,24188.84375,3,0.010054540545637983,878.169921875,870.9319196428571,775.2057291666666,24345.89609375,23263.859765625,24108.848046875,21936.755078125,24484.653125,23238.95126953125,False,False,1082.036328125003,1.0465114705395462,878.169921875,-0.03129201289670532,34.0
248,2023-02-24,23198.126953125,24103.705078125,23007.072265625,23946.0078125,26811744928.0,23947.4921875,4,0.03123196422681364,1096.6328125,920.5633370535714,808.4668898809524,24119.99296875,23257.17373046875,24206.5802734375,22063.982890625,24345.89609375,23263.859765625,False,False,862.8192382812522,1.0370990580489534,1096.6328125,-0.0009807668166905649,50.0
249,2023-02-25,23175.375,23210.2109375,22861.55859375,23200.125,16100721565.0,23198.126953125,5,0.0010668045969579906,348.65234375,925.9698660714286,812.4429873511905,23789.23828125,23268.1591796875,24093.33359375,22188.451015625,24119.99296875,23257.17373046875,False,False,521.0791015625,1.0223945133578676,348.65234375,0.016648614774302465,58.0
250,2023-02-26,23561.212890625,23654.3671875,23084.220703125,23174.150390625,16644534842.0,23175.375,6,-0.016702338315564932,570.146484375,939.6827566964286,811.8939732142857,23614.21015625,23308.21435546875,24087.107421875,22320.5737109375,23789.23828125,23268.1591796875,False,False,305.9958007812493,1.0131282386593228,570.146484375,-0.0016273269569350647,49.0
251,2023-02-27,23522.87109375,23857.890625,23205.87890625,23561.451171875,22660763494.0,23561.212890625,0,0.0016374236817404753,652.01171875,954.9460100446429,822.5967261904761,23481.015625,23321.143359375,23982.834375,22449.2082421875,23614.21015625,23308.21435546875,False,False,159.87226562499927,1.0068552498975456,652.01171875,-0.01596393470118427,42.0
252,2023-02-28,23147.353515625,23585.384765625,23077.650390625,23521.837890625,20535363434.0,23522.87109375,1,0.01592071064945383,507.734375,944.0166015625,820.3594680059524,23320.987890625,23331.54111328125,23833.4419921875,22568.22421875,23481.015625,23321.143359375,False,True,-10.55322265625,0.9995476842869054,507.734375,0.021566062197478874,61.0
253,2023-03-01,23646.55078125,23880.6328125,23088.626953125,23150.9296875,24662841200.0,23147.353515625,2,-0.021408258780104335,792.005859375,841.6547154017857,827.747302827381,23410.67265625,23422.91669921875,23765.3328125,22692.229375,23320.987890625,23331.54111328125,False,False,-12.244042968748545,0.9994772622416764,792.005859375,-0.007235050302163188,46.0
254,2023-03-02,23475.466796875,23739.138671875,23245.021484375,23647.01953125,20386398516.0,23646.55078125,3,0.007254729677382374,494.1171875,767.5492466517857,793.0641741071429,23470.691015625,23514.130859375,23629.9646484375,22803.04078125,23410.67265625,23422.91669921875,False,False,-43.439843749998545,0.9981526068724467,494.1171875,-0.0474021291675926,26.0
255,2023-03-03,22362.6796875,23479.34765625,22213.23828125,23476.6328125,26062404610.0,23475.466796875,4,0.04744944191514901,1266.109375,753.4652622767857,834.2220982142857,23230.984375,23538.72109375,23422.597265625,22872.9026171875,23470.691015625,23514.130859375,False,False,-307.73671874999854,0.9869263619920409,1266.109375,-0.0004172164631153397,50.0
256,2023-03-04,22353.349609375,22405.177734375,22198.98046875,22362.923828125,11166012913.0,22362.6796875,5,0.00042812911332993357,206.197265625,744.5891462053571,831.0428757440476,22997.080078125,23566.97841796875,23239.0478515625,22921.778125,23230.984375,23538.72109375,False,False,-569.8983398437485,0.9758179292340156,206.197265625,0.003675693528523366,52.0
257,2023-03-05,22435.513671875,22613.685546875,22307.142578125,22354.14453125,13317001733.0,22353.349609375,6,-0.0036400024394245964,306.54296875,711.8127790178571,827.6322544642857,22854.712109375,23598.3490234375,23087.85,22950.962421875,22997.080078125,23566.97841796875,False,False,-743.6369140624993,0.9684877567780724,306.54296875,-0.00025655126328645215,50.0
258,2023-03-06,22429.7578125,22584.29296875,22331.314453125,22436.81640625,17353192895.0,22435.513671875,0,0.0003145987212354137,252.978515625,651.8434709821429,818.8061755952381,22611.353515625,23608.7966796875,23011.0130859375,22981.9416015625,22854.712109375,23598.3490234375,False,False,-997.4431640625007,0.9577512069930832,252.978515625,-0.009362039617430666,45.0
259,2023-03-07,22219.76953125,22527.41796875,22011.26171875,22428.322265625,22765452204.0,22429.7578125,1,0.009298632858269587,516.15625,622.5340401785714,811.9209449404761,22360.2140625,23504.39306640625,22915.4525390625,23002.9443359375,22611.353515625,23608.7966796875,False,False,-1144.1790039062507,0.951320631820884,516.15625,-0.022578517406286386,39.0
